REPORTER_DEA_NO	REPORTER_BUS_ACT	REPORTER_NAME	REPORTER_ADDL_CO_INFO	REPORTER_ADDRESS1	REPORTER_ADDRESS2	REPORTER_CITY	REPORTER_STATE	REPORTER_ZIP	REPORTER_COUNTY	BUYER_DEA_NO	BUYER_BUS_ACT	BUYER_NAME	BUYER_ADDL_CO_INFO	BUYER_ADDRESS1	BUYER_ADDRESS2	BUYER_CITY	BUYER_STATE	BUYER_ZIP	BUYER_COUNTY	TRANSACTION_CODE	DRUG_CODE	NDC_NO	DRUG_NAME	QUANTITY	UNIT	ACTION_INDICATOR	ORDER_FORM_NO	CORRECTION_NO	STRENGTH	TRANSACTION_DATE	CALC_BASE_WT_IN_GM	DOSAGE_UNIT	TRANSACTION_ID	Product_Name	Ingredient_Name	Measure	MME_Conversion_Factor	Combined_Labeler_Name	Revised_Company_Name	Reporter_family	dos_str
PB0034861	DISTRIBUTOR	BELLCO DRUG CORP	null	5500 NEW HORIZONS BLVD	null	NORTH AMITYVILLE	NY	11701	SUFFOLK	BJ9037284	RETAIL PHARMACY	J AND J ST MICHAEL'S PHARMACY	null	268 MARTIN LUTHER KING JR BLVD	null	NEWARK	NJ	7102	ESSEX	S	9193	00603388121	HYDROCODONE	4.0	null	null	null	null	0000	08082006	1.2108	400.0	1952	HYDROCODONE.BIT. & ACETA  5MG & 500M	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Bellco Drug Corp	5.0
PB0034861	DISTRIBUTOR	BELLCO DRUG CORP	null	5500 NEW HORIZONS BLVD	null	NORTH AMITYVILLE	NY	11701	SUFFOLK	BM1380839	RETAIL PHARMACY	MAST PHARMACY	null	338 FARNSWORTH AVENUE	null	BORDENTOWN	NJ	8505	BURLINGTON	S	9143	60951070070	OXYCODONE	4.0	null	null	07X000005	null	0000	02272007	2.6895	400.0	8802	ENDOCET - 7.5MG OXYCODONE.HCL/325MG	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Bellco Drug Corp	7.5
PB0034861	DISTRIBUTOR	BELLCO DRUG CORP	null	5500 NEW HORIZONS BLVD	null	NORTH AMITYVILLE	NY	11701	SUFFOLK	BM1380839	RETAIL PHARMACY	MAST PHARMACY	null	338 FARNSWORTH AVENUE	null	BORDENTOWN	NJ	8505	BURLINGTON	S	9143	60951079670	OXYCODONE	5.0	null	I	07X000010	null	0000	03012007	3.361875	500.0	522	ENDOCET TABS;7.5MG OXYCODONE.HCL & 5	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Bellco Drug Corp	7.5
PB0034861	DISTRIBUTOR	BELLCO DRUG CORP	null	5500 NEW HORIZONS BLVD	null	NORTH AMITYVILLE	NY	11701	SUFFOLK	BM1380839	RETAIL PHARMACY	MAST PHARMACY	null	338 FARNSWORTH AVENUE	null	BORDENTOWN	NJ	8505	BURLINGTON	S	9143	60951079770	OXYCODONE	3.0	null	I	07X000010	null	0000	03012007	2.6895	300.0	529	ENDOCET TABS - 10MG OXYCODONE.HCL &	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Bellco Drug Corp	10.0
PB0034861	DISTRIBUTOR	BELLCO DRUG CORP	null	5500 NEW HORIZONS BLVD	null	NORTH AMITYVILLE	NY	11701	SUFFOLK	BM6066321	RETAIL PHARMACY	HANOVER PHARMACY	null	434 RIDGE DALE AVENUE	null	EAST HANOVER	NJ	7936	MORRIS	S	9193	00603388721	HYDROCODONE	1.0	null	I	null	null	0000	03162007	0.6054	100.0	5934	HYDROCODONE.BIT./ACET.,10MG & 325MG/	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Bellco Drug Corp	10.0
PB0034861	DISTRIBUTOR	BELLCO DRUG CORP	null	5500 NEW HORIZONS BLVD	null	NORTH AMITYVILLE	NY	11701	SUFFOLK	BM6942278	RETAIL PHARMACY	MEDICINE SHOPPE	null	644 GODWIN AVENUE	#2 GODWIN PLAZA	MIDLAND PARK	NJ	7432	BERGEN	S	9193	00603389721	HYDROCODONE	1.0	null	null	null	null	0000	04302007	0.136215	30.0	10173	HYDROCODONE BIT/IBUPROFEN 7.5MG/200M	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Bellco Drug Corp	7.5
PB0034861	DISTRIBUTOR	BELLCO DRUG CORP	null	5500 NEW HORIZONS BLVD	null	NORTH AMITYVILLE	NY	11701	SUFFOLK	BM9319256	RETAIL PHARMACY	MAPLE PHARMACY	null	960A SPRINGFIELD AVE	null	IRVINGTON	NJ	7111	ESSEX	S	9143	59011010310	OXYCODONE	1.0	null	null	07X000004	null	0000	05012007	1.7930000000000001	100.0	450	OXYCONTIN (OXYCODONE.HCL) CONTROLLED	OXYCODONE HYDROCHLORIDE	TAB	1.5	Purdue Pharma LP	Purdue Pharma LP	Bellco Drug Corp	20.0
PB0034861	DISTRIBUTOR	BELLCO DRUG CORP	null	5500 NEW HORIZONS BLVD	null	NORTH AMITYVILLE	NY	11701	SUFFOLK	BP9711739	RETAIL PHARMACY	PHARMACY  OF  AMERICA	null	60   EVERGREEN  PLACE	null	EAST  ORANGE	NJ	7018	ESSEX	S	9193	00603388732	HYDROCODONE	1.0	null	null	null	null	0000	11292006	6.053999999999999	1000.0	9094	HYDROCODONE BIT./ACETA 10MG/325MG TA	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Bellco Drug Corp	10.0
PB0034861	DISTRIBUTOR	BELLCO DRUG CORP	null	5500 NEW HORIZONS BLVD	null	NORTH AMITYVILLE	NY	11701	SUFFOLK	BP9711739	RETAIL PHARMACY	PHARMACY  OF  AMERICA	null	60   EVERGREEN  PLACE	null	EAST  ORANGE	NJ	7018	ESSEX	S	9143	00591350401	OXYCODONE	3.0	null	null	06X000022	null	0000	12072006	21.516	300.0	2202	OXYCODONE HCL 80MG TABS	OXYCODONE HYDROCHLORIDE	TAB	1.5	Actavis Pharma, Inc.	Allergan, Inc.	Bellco Drug Corp	80.0
PB0034861	DISTRIBUTOR	BELLCO DRUG CORP	null	5500 NEW HORIZONS BLVD	null	NORTH AMITYVILLE	NY	11701	SUFFOLK	BP9711739	RETAIL PHARMACY	PHARMACY  OF  AMERICA	null	60   EVERGREEN  PLACE	null	EAST  ORANGE	NJ	7018	ESSEX	S	9193	00406035705	HYDROCODONE	1.0	null	null	null	null	0000	04162007	1.5135	500.0	4958	HYDROCODONE BIT/ACETAMINOPHEN 5MG/50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Bellco Drug Corp	5.0
PB0034861	DISTRIBUTOR	BELLCO DRUG CORP	null	5500 NEW HORIZONS BLVD	null	NORTH AMITYVILLE	NY	11701	SUFFOLK	BR2564056	RETAIL PHARMACY	RITE CARE PHARMACY	null	630 CENTRAL AVENUE	null	EAST ORANGE	NJ	7018	ESSEX	S	9193	00591050301	HYDROCODONE	1.0	null	null	null	null	0000	01292007	0.6054	100.0	9546	HYDROCODONE BIT. 10MG/ACETAMINOPHEN	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Actavis Pharma, Inc.	Allergan, Inc.	Bellco Drug Corp	10.0
PB0034861	DISTRIBUTOR	BELLCO DRUG CORP	null	5500 NEW HORIZONS BLVD	null	NORTH AMITYVILLE	NY	11701	SUFFOLK	BR8862054	RETAIL PHARMACY	RARITAN VALLEY PHARMACY	null	1055 STATE HWY 202 N	null	BRANCHBURG	NJ	8876	SOMERSET	S	9143	00093003201	OXYCODONE	6.0	null	null	060656592	null	0000	04242007	21.516	600.0	7844	OXYCODONE HYDRCHLORIDE 40MG EXTENDED	OXYCODONE HYDROCHLORIDE	TAB	1.5	Teva Pharmaceuticals USA, Inc.	Teva	Bellco Drug Corp	40.0
PB0034861	DISTRIBUTOR	BELLCO DRUG CORP	null	5500 NEW HORIZONS BLVD	null	NORTH AMITYVILLE	NY	11701	SUFFOLK	BU4010360	RETAIL PHARMACY	UNDERWOOD PHARMACY	null	546 WEST SIDE AVE	null	JERSEY CITY	NJ	7304	HUDSON	S	9193	00093516101	HYDROCODONE	1.0	null	null	null	null	0000	09142006	0.45405	100.0	3898	HYDROCODONE BIT./IBUPROFEN;7.5MG & 2	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Teva Pharmaceuticals USA, Inc.	Teva	Bellco Drug Corp	7.5
PB0034861	DISTRIBUTOR	BELLCO DRUG CORP	null	5500 NEW HORIZONS BLVD	null	NORTH AMITYVILLE	NY	11701	SUFFOLK	BU4010360	RETAIL PHARMACY	UNDERWOOD PHARMACY	null	546 WEST SIDE AVE	null	JERSEY CITY	NJ	7304	HUDSON	S	9143	60951079670	OXYCODONE	3.0	null	null	051903841	null	0000	09292006	2.017125	300.0	8974	ENDOCET TABS;7.5MG OXYCODONE.HCL & 5	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Bellco Drug Corp	7.5
PB0167127	DISTRIBUTOR	BLOODWORTH WHOLESALE DRUGS	null	2128 YANK LAMB DRIVE	P.O. BOX 1849	TIFTON	GA	31793	TIFT	BP1387821	RETAIL PHARMACY	PARKWAY CENTRAL PHARMACY	null	185 CENTRAL AVENUE	null	EAST ORANGE	NJ	7018	ESSEX	S	9193	00603389721	HYDROCODONE	2.0	null	null	null	null	null	04262011	0.27243	60.0	854	HYDROCODONE BIT/IBUPROFEN 7.5MG/200M	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Bloodworth Wholesale Drugs	7.5
PB0167127	DISTRIBUTOR	BLOODWORTH WHOLESALE DRUGS	null	2128 YANK LAMB DRIVE	P.O. BOX 1849	TIFTON	GA	31793	TIFT	BP1387821	RETAIL PHARMACY	PARKWAY CENTRAL PHARMACY	null	185 CENTRAL AVENUE	null	EAST ORANGE	NJ	7018	ESSEX	S	9193	00406036005	HYDROCODONE	1.0	null	null	null	null	null	11012011	2.27025	500.0	808	HYDROCODO.BIT/APAP 7.5MG/750MG USP T	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Bloodworth Wholesale Drugs	7.5
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	AA8978415	RETAIL PHARMACY	ALVIN'S PHARMACY	null	115 CEDAR LANE	null	TEANECK	NJ	7666	BERGEN	S	9143	00406051205	OXYCODONE	2.0	null	null	075673420	null	0000	01082008	4.4825	1000.0	801023909	OXYCODONE HCL/ACETAMINOPHEN 5MG/325M	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	Cardinal Health	5.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	AB4092487	RETAIL PHARMACY	BURGIO'S PHARMACY	null	157 UNION BLVD	null	TOTOWA	NJ	7512	PASSAIC	S	9143	00406851501	OXYCODONE	3.0	null	null	075374178	null	0000	03252008	4.03425	300.0	803079024	OXYCODONE HYDROCHLORIDE 15MG TABLETS	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	Cardinal Health	15.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	AB4092487	RETAIL PHARMACY	BURGIO'S PHARMACY	null	157 UNION BLVD	null	TOTOWA	NJ	7512	PASSAIC	S	9143	60951071270	OXYCODONE	2.0	null	null	075374160	null	0000	05052008	1.7930000000000001	200.0	805012636	ENDOCET - 10MG OXYCODONE.HCL/325MG A	OXYCODONE HYDROCHLORIDE	TAB	1.5	Par Pharmaceutical	Endo Pharmaceuticals, Inc.	Cardinal Health	10.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	AB4092487	RETAIL PHARMACY	BURGIO'S PHARMACY	null	157 UNION BLVD	null	TOTOWA	NJ	7512	PASSAIC	S	9193	00406036101	HYDROCODONE	1.0	null	null	null	null	0000	06162008	0.6054	100.0	806050955	HYDROCODO.BIT 10MG&AC USP TAB	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Cardinal Health	10.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	AB4092487	RETAIL PHARMACY	BURGIO'S PHARMACY	null	157 UNION BLVD	null	TOTOWA	NJ	7512	PASSAIC	S	9143	00406851501	OXYCODONE	2.0	null	null	075374182	null	0000	06232008	2.6895	200.0	806073390	OXYCODONE HYDROCHLORIDE 15MG TABLETS	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	Cardinal Health	15.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	AB4092487	RETAIL PHARMACY	BURGIO'S PHARMACY	null	157 UNION BLVD	null	TOTOWA	NJ	7512	PASSAIC	S	9143	59011010710	OXYCODONE	1.0	null	null	075374182	null	0000	06232008	7.172000000000001	100.0	806073395	OXYCONTIN - 80MG OXYCODONE.HCL CONTR	OXYCODONE HYDROCHLORIDE	TAB	1.5	Purdue Pharma LP	Purdue Pharma LP	Cardinal Health	80.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	AB4092487	RETAIL PHARMACY	BURGIO'S PHARMACY	null	157 UNION BLVD	null	TOTOWA	NJ	7512	PASSAIC	S	9143	00406851501	OXYCODONE	2.0	null	null	075374168	null	0000	08202008	2.6895	200.0	808064284	OXYCODONE HYDROCHLORIDE 15MG TABLETS	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	Cardinal Health	15.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	AB9010480	RETAIL PHARMACY	BARRY'S MONTVILLE PHARMACY	null	185 CHANGE BRIDGE RD	null	MONTVILLE	NJ	7045	MORRIS	S	9143	63481062970	OXYCODONE	1.0	null	null	08XC00103	null	0000	09222008	0.8965	100.0	809072438	PERCOCET TABLETS 10MG OXYCODONE HCL/	OXYCODONE HYDROCHLORIDE	TAB	1.5	Endo Pharmaceuticals, Inc.	Endo Pharmaceuticals, Inc.	Cardinal Health	10.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	AB9010480	RETAIL PHARMACY	BARRY'S MONTVILLE PHARMACY	null	185 CHANGE BRIDGE RD	null	MONTVILLE	NJ	7045	MORRIS	S	9143	00406052301	OXYCODONE	1.0	null	null	08XC00122	null	0000	10242008	0.8965	100.0	810087990	OXYCODONE HCL/ACETAMINOPHEN 10MG/325	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	Cardinal Health	10.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	AB9010480	RETAIL PHARMACY	BARRY'S MONTVILLE PHARMACY	null	185 CHANGE BRIDGE RD	null	MONTVILLE	NJ	7045	MORRIS	S	9193	00406036601	HYDROCODONE	1.0	null	null	null	null	0000	11102008	0.45405	100.0	811028416	HYDROCODONE BIT/ACETA 7.5MG/325MG US	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Cardinal Health	7.5
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	AC1077696	CHAIN PHARMACY	NEW JERSEY CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 00596	364 RIVER ROAD	null	NEW MILFORD	NJ	7646	BERGEN	S	9143	58177044504	OXYCODONE	1.0	null	null	081774945	null	0000	09262008	1.34475	100.0	809091635	OXYCODONE HCL 15MG IR TABS	OXYCODONE HYDROCHLORIDE	TAB	1.5	Ethex Corporation	AMAG Pharmaceuticals, Inc.	Cardinal Health	15.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	AC1294521	CHAIN PHARMACY	NEW JERSEY CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 00462	69 S. WHITE HORSE PIKE	null	STRATFORD	NJ	8084	CAMDEN	S	9143	00591093201	OXYCODONE	9.0	null	null	072785769	null	0000	12202007	8.0685	900.0	712042597	OXYCODONE.HCL/APAP 10MG/325MG TABS	OXYCODONE HYDROCHLORIDE	TAB	1.5	Actavis Pharma, Inc.	Allergan, Inc.	Cardinal Health	10.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	AC1294521	CHAIN PHARMACY	NEW JERSEY CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 00462	69 S. WHITE HORSE PIKE	null	STRATFORD	NJ	8084	CAMDEN	S	9143	00591093201	OXYCODONE	9.0	null	null	072785765	null	0000	01042008	8.0685	900.0	801013234	OXYCODONE.HCL/APAP 10MG/325MG TABS	OXYCODONE HYDROCHLORIDE	TAB	1.5	Actavis Pharma, Inc.	Allergan, Inc.	Cardinal Health	10.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	AC1294521	CHAIN PHARMACY	NEW JERSEY CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 00462	69 S. WHITE HORSE PIKE	null	STRATFORD	NJ	8084	CAMDEN	S	9143	59011010310	OXYCODONE	5.0	null	null	080640340	null	0000	05292008	8.965	500.0	805091103	OXYCONTIN (OXYCODONE.HCL) CONTROLLED	OXYCODONE HYDROCHLORIDE	TAB	1.5	Purdue Pharma LP	Purdue Pharma LP	Cardinal Health	20.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	AC1294521	CHAIN PHARMACY	NEW JERSEY CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 00462	69 S. WHITE HORSE PIKE	null	STRATFORD	NJ	8084	CAMDEN	S	9143	00406051201	OXYCODONE	12.0	null	null	080640341	null	0000	06042008	5.379	1200.0	806012979	OXYCODONE HCL/ACETAMINOPHEN 5MG/325M	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	Cardinal Health	5.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	AC1294521	CHAIN PHARMACY	NEW JERSEY CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 00462	69 S. WHITE HORSE PIKE	null	STRATFORD	NJ	8084	CAMDEN	S	9143	00591093201	OXYCODONE	6.0	null	null	080640341	null	0000	06042008	5.379	600.0	806012983	OXYCODONE.HCL/APAP 10MG/325MG TABS	OXYCODONE HYDROCHLORIDE	TAB	1.5	Actavis Pharma, Inc.	Allergan, Inc.	Cardinal Health	10.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	AC1294521	CHAIN PHARMACY	NEW JERSEY CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 00462	69 S. WHITE HORSE PIKE	null	STRATFORD	NJ	8084	CAMDEN	S	9193	00406035705	HYDROCODONE	1.0	null	null	null	null	0000	11102008	1.5135	500.0	811027659	HYDROCODONE BIT/ACETAMINOPHEN 5MG/50	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	SpecGx LLC	Mallinckrodt	Cardinal Health	5.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	AC1368314	CHAIN PHARMACY	NEW JERSEY CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 00463	331 BROAD STREET	null	BLOOMFIELD	NJ	7003	ESSEX	S	9143	00406051201	OXYCODONE	8.0	null	null	075089853	null	0000	04042008	3.5860000000000003	800.0	804017604	OXYCODONE HCL/ACETAMINOPHEN 5MG/325M	OXYCODONE HYDROCHLORIDE	TAB	1.5	SpecGx LLC	Mallinckrodt	Cardinal Health	5.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	AC1368314	CHAIN PHARMACY	NEW JERSEY CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 00463	331 BROAD STREET	null	BLOOMFIELD	NJ	7003	ESSEX	S	9193	00074197314	HYDROCODONE	3.0	null	null	null	null	0000	10272008	1.36215	300.0	810091309	VICODIN ES TABLETS 7.5MG HYDROCODONE	HYDROCODONE BITARTRATE HEMIPENTAHYDRATE	TAB	1.0	AbbVie Inc.	AbbVie Inc.	Cardinal Health	7.5
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	AC1641009	CHAIN PHARMACY	NEW JERSEY CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 00477	24 S. BLACK HORSE PIKE	null	MOUNT EPHRAIM	NJ	8059	CAMDEN	S	9143	59011010310	OXYCODONE	10.0	null	null	080080458	null	0000	02222008	17.93	1000.0	802072213	OXYCONTIN (OXYCODONE.HCL) CONTROLLED	OXYCODONE HYDROCHLORIDE	TAB	1.5	Purdue Pharma LP	Purdue Pharma LP	Cardinal Health	20.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	AC1641009	CHAIN PHARMACY	NEW JERSEY CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 00477	24 S. BLACK HORSE PIKE	null	MOUNT EPHRAIM	NJ	8059	CAMDEN	S	9143	00591082501	OXYCODONE	8.0	null	null	083150365	null	0000	08052008	7.172000000000001	800.0	808012291	OXYCODONE.HCL 10MG / APAP 650MG TABL	OXYCODONE HYDROCHLORIDE	TAB	1.5	Actavis Pharma, Inc.	Allergan, Inc.	Cardinal Health	10.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	AC1641009	CHAIN PHARMACY	NEW JERSEY CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 00477	24 S. BLACK HORSE PIKE	null	MOUNT EPHRAIM	NJ	8059	CAMDEN	S	9143	58177044604	OXYCODONE	6.0	null	null	083150393	null	0000	09082008	16.137	600.0	809024681	OXYCODONE HCL 30MG IR TABS	OXYCODONE HYDROCHLORIDE	TAB	1.5	Ethex Corporation	AMAG Pharmaceuticals, Inc.	Cardinal Health	30.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	AC1641009	CHAIN PHARMACY	NEW JERSEY CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 00477	24 S. BLACK HORSE PIKE	null	MOUNT EPHRAIM	NJ	8059	CAMDEN	S	9143	59011010010	OXYCODONE	9.0	null	null	085279352	null	0000	11062008	8.0685	900.0	811018819	OXYCONTIN - 10MG OXYCODONE.HCL CONTR	OXYCODONE HYDROCHLORIDE	TAB	1.5	Purdue Pharma LP	Purdue Pharma LP	Cardinal Health	10.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	AC1923019	CHAIN PHARMACY	NEW JERSEY CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 00479	265 LONG AVE	SHOP RITE S/C	HILLSIDE	NJ	7205	UNION	S	9143	00591093201	OXYCODONE	4.0	null	null	071821013	null	0000	03072008	3.5860000000000003	400.0	803023359	OXYCODONE.HCL/APAP 10MG/325MG TABS	OXYCODONE HYDROCHLORIDE	TAB	1.5	Actavis Pharma, Inc.	Allergan, Inc.	Cardinal Health	10.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	AC1923019	CHAIN PHARMACY	NEW JERSEY CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 00479	265 LONG AVE	SHOP RITE S/C	HILLSIDE	NJ	7205	UNION	S	9143	00591350101	OXYCODONE	2.0	null	null	071821034	null	0000	04162008	1.7930000000000001	200.0	804053536	OXYCODONE HCL 10MG TABS	OXYCODONE HYDROCHLORIDE	TAB	1.5	Actavis Pharma, Inc.	Allergan, Inc.	Cardinal Health	10.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	AC1923019	CHAIN PHARMACY	NEW JERSEY CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 00479	265 LONG AVE	SHOP RITE S/C	HILLSIDE	NJ	7205	UNION	S	9143	00456520001	OXYCODONE	1.0	null	null	071821048	null	0000	07092008	0.44825	100.0	807028645	COMBUNOX - 5MG / 400MG OXYCODONE.HCL	OXYCODONE HYDROCHLORIDE	TAB	1.5	Allergan, Inc.	Allergan, Inc.	Cardinal Health	5.0
PC0003044	DISTRIBUTOR	CARDINAL HEALTH 110, LLC	null	6012 EAST MOLLOY RD	null	SYRACUSE	NY	13211	ONONDAGA	AC1923019	CHAIN PHARMACY	NEW JERSEY CVS PHARMACY, L.L.C.	DBA: CVS/PHARMACY  # 00479	265 LONG AVE	SHOP RITE S/C	HILLSIDE	NJ	7205	UNION	S	9143	63481062370	OXYCODONE	3.0	null	null	071821049	null	0000	07172008	1.34475	300.0	807056872	PERCOCET (OXYCODONE HCL/ACETA) 5MG/3	OXYCODONE HYDROCHLORIDE	TAB	1.5	Endo Pharmaceuticals, Inc.	Endo Pharmaceuticals, Inc.	Cardinal Health	5.0
